path,type,area,purpose,imported_by,imports,runtime_used (yes/no/unknown),business_critical (yes/no/unknown),duplicate_of,legacy_flag (yes/no),delete_candidate (yes/no/maybe),confidence,notes
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751631663100.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751632671484.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751633169734.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751673637059.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751674018335.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751690615043.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751690730316.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751691073172.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751691755885.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751704398220.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751704884243.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751705944280.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751705974746.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751737606793.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751738079148.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751738196887.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751742161737.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751742795122.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751806167072.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751806447737.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751806496486.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751806611318.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751806629420.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751806653258.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751806942340.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751807973464.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751808250220.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751809792303.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751810988613.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751822308482.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751823452585.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751824963657.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751826037537.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751830566241.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751865909127.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751876206743.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751876803002.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751877199692.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751877444266.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751877611580.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751877713454.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751895994555.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751896781259.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751897754267.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751898114217.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751912805542.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751913256433.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751913317937.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751936553582.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751936625056.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/image_1751936638359.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/item-sales-summary-2025-07-03-2025-07-03_1751583647570.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/loyverse shifts_1751401256696.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/modifier-sales-2025-07-03-2025-07-03_1751583647571.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/payins-payouts-2025-07-03-2025-07-03_1751583647572.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/payment-type-sales-2025-07-03-2025-07-03_1751583647573.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/receipts-by-item-2025-07-01-2025-07-01_1751406443800.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/receipts-by-item-2025-07-03-2025-07-03_1751583647574.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/sales-summary-2023-01-01-2025-06-04_1751584027856.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/shift summary - REPORT_1751616710426.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/shifts-2025-06-01-2025-07-04_1751583647575.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/shifts-2025-06-01-2025-07-04_1751587551783.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/shifts-2025-07-03-2025-07-03_1751583647576.csv,data,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{010B9916-1892-46DA-AD96-70A93DF4F02C}_1751723802423.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{06986217-D9C8-40C8-AE55-41221581DE65}_1751866922930.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{129D205C-AC47-426B-B211-2DD90C9B74C2}_1751524057555.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{3AD8A4AE-0705-414D-868A-1F316BB3662C}_1751385409258.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{3C4E6C73-541A-4BAD-AA84-AD2919FD7739}_1751809245506.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{50AAF681-41EB-4818-A28A-65347F929B10}_1751868267075.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{5B75FC67-A29D-4EF4-8778-75F14E0F3F51}_1751704183735.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{5C47976E-953A-431D-A319-CFA239CC911E}_1751872857990.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{5F995EAE-154D-4807-8521-0113BA565ABA}_1751913402288.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{669575F7-1344-497E-BE47-979C63BF60DC}_1751385440484.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{74473CAA-15D1-4158-8FE9-CD6CD1BF5B9C}_1751524026681.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{787D4AF0-BDDF-41F5-999B-92251809C159}_1751523131924.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{7B9F3EFC-1E85-47D3-8734-274F53309E61}_1751811001500.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{7C019C0B-9E92-4FE4-95FF-6A66F3E04A3E}_1751809608145.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{8F72DF06-94A0-44A7-90C7-CD4871F176B9}_1751868575136.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{95796D40-9791-4AFC-9899-FBE9243FFD4A}_1751809688761.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{A816A50D-A3CD-438A-A30F-168424C1226E}_1751866907112.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{AA558D8F-08A9-4E91-870D-6CBBB49FEDF5}_1751809830846.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{AA558D8F-08A9-4E91-870D-6CBBB49FEDF5}_1751810957276.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{AAD1C856-E82F-458A-800D-4AB33081499E}_1751806414363.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{AFE4E130-EA6F-44B1-9945-296C28D10112}_1751437547452.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{AFE4E130-EA6F-44B1-9945-296C28D10112}_1751437586829.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{D121EE39-B330-4E2E-ADA4-BAEE13B34C08}_1751704926322.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{D5FFD983-2E7F-44B4-BA28-943F8A9B970A}_1751407755370.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{E01AB73A-9429-4C20-AB93-0C112A3AAC1E}_1751808084850.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/attached_assets/{EFE6B174-6879-40DD-B080-7D851A5D61E6}_1751868592933.png,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/check_shift_540.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/index.html,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/App.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/AIInsightsCard.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/CompactShiftReports.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/HomeStockRegistration.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/KPICard.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/Layout.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/LoyverseConnectionStatus.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/MonthlyExpensesChart.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/SalesByPaymentType.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/SalesChart.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/SalesHeatmap.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/SalesVsExpensesChart.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ShiftBalanceSummary.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/SkeletonLoader.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ThemeProvider.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ThemeToggle.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/accordion.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/alert-dialog.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/alert.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/aspect-ratio.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/avatar.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/badge.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/breadcrumb.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/button.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/calendar.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/card.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/carousel.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/chart.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/checkbox.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/collapsible.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/command.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/context-menu.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/dialog.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/drawer.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/dropdown-menu.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/form.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/hover-card.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/input-otp.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/input.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/label.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/menubar.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/navigation-menu.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/pagination.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/popover.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/progress.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/radio-group.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/resizable.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/scroll-area.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/select.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/separator.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/sheet.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/sidebar.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/skeleton.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/slider.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/switch.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/table.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/tabs.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/textarea.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/toast.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/toaster.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/toggle-group.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/toggle.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/components/ui/tooltip.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/hooks/use-mobile.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/hooks/use-toast.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/hooks/useRealTimeData.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/index.css,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/lib/api.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/lib/queryClient.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/lib/utils.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/main.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/Analysis.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/DailyStockSales.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/DailyStockSalesSearch.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/Dashboard.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/EnhancedExpenses.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/Expenses.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/ExpensesMerged.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/ExpensesMerged_broken.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/Finance.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/IngredientManagement.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/LoyverseLive.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/POSLoyverse.broken.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/POSLoyverse.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/RecipeIngredientManagement.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/RecipeManagement.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/ShoppingList.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/WebhookManagement.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/client/src/pages/not-found.tsx,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/components.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/create-new-oauth-client.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/create_base_recipes.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/drizzle.config.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/fetch_shift_540.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/importFoodCosts.cjs,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/importRecipes.cjs,other,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/oauth-helper.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/package-lock.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/package.json,config,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/postcss.config.js,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/replit.md,doc,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/db.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/emailService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/gmailService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/googleSheetsService.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
extracted_dashboard/Restaurant-Hub/server/importHistoricalData.ts,code,repo,inventory entry,,,no,unknown,,no,no,LIKELY,
