route_type (frontend/backend/api),method,path,file_source,handler_or_component,auth_required,currently_used (yes/no/unknown),duplicate_or_overlap,related_feature,delete_candidate,confidence,notes
api,GET,/api/executive-metrics/purchasing-demand,server/routes/executiveMetrics.ts,executiveMetricsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/executive-metrics
api,GET,/api/loyverse/enhanced/test-connection,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,POST,/api/loyverse/enhanced/manual-sync,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,POST,/api/loyverse/enhanced/process-shift,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/enhanced/status,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/enhanced/history,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,POST,/api/loyverse/enhanced/schedule/start,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,POST,/api/loyverse/enhanced/schedule/stop,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/enhanced/validation-stats,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,POST,/api/loyverse/enhanced/validation-stats/reset,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/enhanced/analysis/:shiftDate,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/enhanced/ingredient-usage/:shiftDate,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/enhanced/anomalies/:shiftDate,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/enhanced/staff-comparison/:shiftDate,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/loyverse/enhanced/health,server/routes/loyverseEnhanced.ts,loyverseEnhancedRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/loyverse
api,GET,/api/analytics/latest,server/routes/analytics.ts,analyticsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/analytics
api,GET,/api/analytics/window,server/routes/analytics.ts,analyticsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/analytics
api,GET,/api/receipts/latest,server/routes/analytics.ts,analyticsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/receipts
api,GET,/api/receipts/window,server/routes/analytics.ts,analyticsRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/receipts
api,POST,/api/analysis/shift-summary/upload,server/routes/analysisShift.ts,analysisShift,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/analysis/shift-summary
api,GET,/api/analysis/shift/items,server/routes/shiftAnalysis.ts,shiftAnalysis,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/analysis/shift/rebuild,server/routes/shiftAnalysis.ts,shiftAnalysis,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/analysis/shift/raw,server/routes/shiftAnalysis.ts,shiftAnalysis,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/analysis/shift/backfill,server/routes/shiftAnalysis.ts,shiftAnalysis,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,POST,/api/chef/chat,server/routes/chef.ts,chef,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/chef
api,POST,/api/chef/describe,server/routes/chef.ts,chef,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/chef
api,GET,/api/recipes/export/csv,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/cards,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/card-generate/:id,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/init-templates,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/templates/ensure,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/v2,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/v2/:id,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,PUT,/api/recipes/v2/:id,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/:id/cost-validation,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/:id/ingredients,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,PATCH,/api/recipes/:id/ingredient/:rowId,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/:id,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/:id/ingredients,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,PUT,/api/recipes/:id,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/:id/approve,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,DELETE,/api/recipes/:id,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/import,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/upload-image,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/ramsay,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/:id/optimize,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/:id/forecast,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,GET,/api/recipes/cross-ref-shift,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/save,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/recipes/save-with-photo,server/routes/recipes.ts,recipes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/recipes
api,POST,/api/bank-imports/,server/routes/bankImport.ts,bankImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/bank-imports
api,GET,/api/bank-imports/:batchId/txns,server/routes/bankImport.ts,bankImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/bank-imports
api,POST,/api/bank-imports/:batchId/approve,server/routes/bankImport.ts,bankImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/bank-imports
api,PATCH,/api/bank-imports/txns/:id,server/routes/bankImport.ts,bankImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/bank-imports
api,DELETE,/api/bank-imports/txns/:id,server/routes/bankImport.ts,bankImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/bank-imports
api,POST,/api/bank-imports/rules,server/routes/bankImport.ts,bankImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/bank-imports
api,GET,/api/bank-imports/rules,server/routes/bankImport.ts,bankImportRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/bank-imports
api,POST,/api/upload/menu-item-image,server/routes/imageUpload.ts,imageUploadRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,DELETE,/api/upload/menu-item-image,server/routes/imageUpload.ts,imageUploadRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api
api,GET,/api/forms/,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,GET,/api/forms/library,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,GET,/api/forms/:id,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,POST,/api/forms/daily-sales,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,POST,/api/forms/daily-stock,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,POST,/api/forms/daily-sales-v2,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,PUT,/api/forms/:id,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,POST,/api/forms/:id/stock,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,POST,/api/forms/:id/complete,server/routes/forms.ts,formsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/forms
api,GET,/api/pos/live-shift,server/routes/posLive.ts,posLive,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pos
api,GET,/api/pos/live-items,server/routes/posItems.ts,posItems,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pos
api,GET,/api/pos/ingredient-usage,server/routes/posUsage.ts,posUsage,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/pos
api,GET,/api/health-safety/questions/,server/routes/healthSafety/questions.ts,healthSafetyQuestions,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/health-safety/questions
api,GET,/api/health-safety/questions/all,server/routes/healthSafety/questions.ts,healthSafetyQuestions,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/health-safety/questions
api,POST,/api/health-safety/questions/,server/routes/healthSafety/questions.ts,healthSafetyQuestions,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/health-safety/questions
api,PUT,/api/health-safety/questions/:id,server/routes/healthSafety/questions.ts,healthSafetyQuestions,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/health-safety/questions
api,DELETE,/api/health-safety/questions/:id,server/routes/healthSafety/questions.ts,healthSafetyQuestions,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/health-safety/questions
api,POST,/api/health-safety/audits/,server/routes/healthSafety/audits.ts,healthSafetyAudits,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/health-safety/audits
api,GET,/api/health-safety/audits/,server/routes/healthSafety/audits.ts,healthSafetyAudits,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/health-safety/audits
api,GET,/api/health-safety/pdf/:id,server/routes/healthSafety/pdf.ts,healthSafetyPdf,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/routes.ts at /api/health-safety/pdf
api,POST,/api/pos/upload,server/routes/posUpload.ts,posUploadRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/pos
api,GET,/api/pos/summary/:date,server/routes/posUpload.ts,posUploadRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/pos
api,GET,/api/pos/shifts,server/routes/posUpload.ts,posUploadRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/pos
api,POST,/api/pos/sync-daily,server/routes/posUpload.ts,posUploadRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/pos
api,GET,/api/health,server/routes/health.ts,healthRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,GET,/api/ops/mtd,server/routes/ops_mtd.ts,opsMtdRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,GET,/api/purchasing/,server/routes/purchasing.ts,purchasingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing
api,POST,/api/purchasing/plan,server/routes/purchasing.ts,purchasingRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing
api,GET,/api/purchasing/drinks,server/routes/purchasingDrinks.ts,purchasingDrinksRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing
api,GET,/api/purchasing-items/,server/routes/purchasingItems.ts,purchasingItemsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing-items
api,POST,/api/purchasing-items/,server/routes/purchasingItems.ts,purchasingItemsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing-items
api,PUT,/api/purchasing-items/:id,server/routes/purchasingItems.ts,purchasingItemsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing-items
api,DELETE,/api/purchasing-items/:id,server/routes/purchasingItems.ts,purchasingItemsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing-items
api,GET,/api/purchasing-items/export/csv,server/routes/purchasingItems.ts,purchasingItemsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing-items
api,POST,/api/purchasing-items/import/csv,server/routes/purchasingItems.ts,purchasingItemsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing-items
api,POST,/api/purchasing-items/sync-to-daily-stock,server/routes/purchasingItems.ts,purchasingItemsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing-items
api,POST,/api/purchasing-items/populate-catalog,server/routes/purchasingItems.ts,purchasingItemsRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/purchasing-items
api,GET,/api/purchasing-shift-matrix,server/routes/purchasingShiftLog.ts,purchasingShiftLogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,POST,/api/purchasing-shift-sync/:stockId,server/routes/purchasingShiftLog.ts,purchasingShiftLogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,POST,/api/purchasing-shift-backfill,server/routes/purchasingShiftLog.ts,purchasingShiftLogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,GET,/api/,server/routes/purchasingShiftLog.ts,purchasingShiftLogRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,GET,/api/menu,server/routes/menuOnline.ts,menuOnlineRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,GET,/api/menu-online,server/routes/menuOnline.ts,menuOnlineRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,PATCH,/api/menu-online/item/:id,server/routes/menuOnline.ts,menuOnlineRouter,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api
api,GET,/api/export/daily-sales-v2,server/routes/exportRoutes.ts,exportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/export
api,GET,/api/export/daily-stock-v2,server/routes/exportRoutes.ts,exportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/export
api,GET,/api/export/pos/shift-reports,server/routes/exportRoutes.ts,exportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/export
api,GET,/api/export/pos/receipts,server/routes/exportRoutes.ts,exportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/export
api,GET,/api/export/expenses,server/routes/exportRoutes.ts,exportRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/export
api,POST,/api/reports/daily/generate,server/routes/reportsV2.ts,reportsV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/reports
api,GET,/api/reports/daily/:date/pdf,server/routes/reportsV2.ts,reportsV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/reports
api,GET,/api/reports/list,server/routes/reportsListV2.ts,reportsListV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/reports
api,GET,/api/reports/:id/json,server/routes/reportsListV2.ts,reportsListV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/reports
api,GET,/api/reports/:id/pdf,server/routes/reportsListV2.ts,reportsListV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/reports
api,GET,/api/reports/search,server/routes/reportsListV2.ts,reportsListV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/reports
api,GET,/api/reports/export-range,server/routes/reportsListV2.ts,reportsListV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/reports
api,GET,/api/insights/:reportId/live,server/routes/insightsV2.ts,insightsV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/insights
api,GET,/api/security/:reportId/live,server/routes/securityV2.ts,securityV2Router,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/security
api,POST,/api/auth/register,server/routes/auth/authRoutes.ts,authRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/auth
api,POST,/api/auth/login,server/routes/auth/authRoutes.ts,authRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/auth
api,GET,/api/auth/session,server/routes/auth/authRoutes.ts,authRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/auth
api,POST,/api/auth/logout,server/routes/auth/authRoutes.ts,authRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/auth
api,GET,/api/payment-providers/list,server/routes/payments/providerRoutes.ts,providerRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/payment-providers
api,POST,/api/payment-providers/save,server/routes/payments/providerRoutes.ts,providerRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/payment-providers
api,POST,/api/payments/process,server/routes/payments/processRoutes.ts,paymentProcessRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/payments
api,GET,/api/legacy-bridge/expenses,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/legacy-bridge/daily-sales,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/legacy-bridge/shopping-list,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/legacy-bridge/ingredients,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/legacy-bridge/recipes,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/legacy-bridge/suppliers,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/legacy-bridge/menu-items,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/legacy-bridge/partners,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/legacy-bridge/status,server/routes/legacyBridge.ts,legacyBridgeRoutes,unknown,unknown,,mounted router,unknown,VERIFIED,mounted in server/index.ts at /api/legacy-bridge
api,GET,/api/ai-ops/bob/health,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/health,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,GET,/api/ai-ops/bob/manifest,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/manifest,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,GET,/api/ai-ops/bob/proxy-read,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/proxy-read,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,GET,/api/ai-ops/bob/file-read,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/file-read,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,GET,/api/ai-ops/bob/file-list,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/file-list,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,POST,/api/ai-ops/bob/analysis,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,POST,/api/ops/ai/bob/analysis,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,POST,/api/ai-ops/bob/adjustments,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,POST,/api/ops/ai/bob/adjustments,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,GET,/api/ai-ops/bob/adjustments/:date,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/adjustments/:date,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,PATCH,/api/ai-ops/bob/adjustments/:id/review,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,PATCH,/api/ops/ai/bob/adjustments/:id/review,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,POST,/api/ai-ops/bob/email/trigger,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,POST,/api/ops/ai/bob/email/trigger,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,GET,/api/ai-ops/bob/analysis-csv/:date,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/analysis-csv/:date,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,POST,/api/ai-ops/bob/run-analysis,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,POST,/api/ops/ai/bob/run-analysis,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,GET,/api/ai-ops/bob/analysis/:date,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/analysis/:date,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
api,GET,/api/ai-ops/bob/charter,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ai-ops from server/index.ts
api,GET,/api/ops/ai/bob/charter,server/routes/aiOpsControl.ts,router,unknown,unknown,,mounted router,unknown,VERIFIED,explicit mount /api/ops/ai from server/index.ts
